Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-November-2022,1045.30,1061.15,1044.75,1059.70,1053.078700312489499680,148805,9090,156703376.00,105634,70.99,16.40,14.40
31-October-2022,1033.00,1052.30,1033.00,1041.60,1040.973632830209208561,165433,3956,172211391.00,128552,77.71,19.30,8.60
28-October-2022,1027.10,1040.00,1025.85,1029.55,1033.061878582290326353,34196,2750,35326584.00,12835,37.53,14.15,2.45
27-October-2022,1027.30,1037.00,1019.75,1031.85,1029.772698990464635151,128574,4372,132401995.00,92443,71.90,17.25,4.55
25-October-2022,1032.90,1037.00,1020.85,1027.30,1030.902338522689632328,150950,7566,155614708.00,90819,60.16,16.15,-5.60
24-October-2022,1031.00,1037.95,1030.25,1031.90,1033.371513224454400924,13838,1480,14299795.00,,,7.70,0.90
21-October-2022,1018.50,1029.60,1011.20,1026.90,1021.728100401900864453,150037,9007,153297019.00,102751,68.48,18.40,8.40
20-October-2022,986.10,1019.00,986.10,1017.45,1009.900206391004198989,70255,3839,70950539.00,24905,35.45,32.90,31.35
19-October-2022,1005.35,1005.35,994.00,995.40,998.924207101286416315,59623,4953,59558858.00,29396,49.30,11.35,-9.95
18-October-2022,1000.45,1013.50,1000.00,1009.60,1007.467065868263473053,69639,3562,70158999.00,37702,54.14,13.50,9.15
17-October-2022,1003.00,1006.50,991.60,994.75,998.594491887275832621,46840,2851,46774166.00,16411,35.04,14.90,-8.25
14-October-2022,1001.00,1023.00,994.10,1002.45,1010.298249984430466463,192684,8121,194668308.00,56482,29.31,28.90,1.45
13-October-2022,975.00,987.75,969.40,982.05,979.577763490946731685,247314,8945,242263295.00,67184,27.17,18.35,7.05
12-October-2022,948.70,963.80,945.40,951.65,955.981259187402174624,168029,9694,160632575.00,70696,42.07,18.40,2.95
11-October-2022,964.20,971.80,936.15,938.60,962.898555881077832820,1427791,5029,1374817892.00,1383187,96.88,35.65,-25.60
10-October-2022,939.05,966.95,939.05,962.40,954.539155007714845443,57681,3807,55058773.00,36170,62.71,27.90,23.35
7-October-2022,964.00,972.85,954.80,957.40,964.679997765737585879,71612,5340,69082664.00,37742,52.70,18.05,-6.60
6-October-2022,951.50,967.50,951.50,964.45,963.203531300160513643,52955,4259,51006443.00,27913,52.71,16.00,12.95
4-October-2022,940.00,950.90,936.85,945.70,944.842043725474493473,62435,3608,58991213.00,32703,52.38,14.05,5.70
3-October-2022,930.00,932.75,916.00,930.65,926.809067381007192237,143349,8004,132857153.00,84769,59.13,16.75,0.65
30-September-2022,916.35,935.60,910.70,932.55,925.101250626893019472,253233,8799,234266165.00,222690,87.94,24.90,16.20
29-September-2022,922.85,930.65,917.00,922.65,925.065498837965377162,155331,9216,143691349.00,63483,40.87,13.65,-0.20
28-September-2022,917.00,926.90,912.00,922.80,921.890372214468009884,271537,8198,250327346.00,217555,80.12,14.90,5.80
27-September-2022,908.15,920.90,908.00,918.25,916.058246682095476416,398821,10662,365343266.00,287614,72.12,12.90,10.10
26-September-2022,890.00,917.00,882.20,906.90,903.752641221374045801,98250,6109,88793697.00,,,34.80,16.90
23-September-2022,895.00,912.60,892.00,895.40,900.100872720623914373,142199,10672,127993444.00,54784,38.53,20.60,0.40
22-September-2022,899.00,905.15,888.65,897.85,897.219710753440634476,128610,10242,115391427.00,55157,42.89,16.50,-1.15
21-September-2022,905.00,913.50,899.10,901.10,905.517431132915101916,92134,8911,83428943.00,41496,45.04,14.40,-3.90
20-September-2022,908.00,920.80,903.80,914.00,916.514706035461066747,96049,7102,88030321.00,44408,46.23,17.00,6.00
19-September-2022,895.55,906.90,887.50,897.80,897.242570509843778749,1141330,12525,1024049863.00,1053363,92.29,19.40,2.25
16-September-2022,913.10,917.50,893.00,897.95,903.606122811993711810,208009,22091,187958206.00,135060,64.93,24.50,-15.15
15-September-2022,935.00,936.70,916.30,919.90,922.501550364452936735,234461,17154,216290636.00,169122,72.13,20.40,-15.10
14-September-2022,934.00,938.20,926.55,932.30,933.388770445572476029,177300,13487,165489829.00,100986,56.96,11.65,-1.70
13-September-2022,955.55,959.80,950.45,955.60,955.726825597333835031,223242,9269,213358368.00,128867,57.73,9.35,0.05
12-September-2022,952.00,963.50,952.00,955.55,959.185263727691009536,314055,16323,301236928.00,198083,63.07,11.50,3.55
9-September-2022,936.00,953.00,934.35,948.80,943.848683693902391142,203752,9551,192311057.00,,,18.65,12.80
8-September-2022,937.80,940.30,928.20,931.10,932.851468995816498356,209633,8601,195556452.00,150017,71.56,12.10,-6.70
7-September-2022,929.00,932.70,923.35,931.75,929.549101885890193968,167295,8782,155508917.00,92179,55.10,9.35,2.75
6-September-2022,931.15,942.80,927.00,937.85,938.821525931983916036,117384,3801,110202626.00,84202,71.73,15.80,6.70
5-September-2022,924.00,942.00,923.80,935.90,935.782626601361985026,67989,3961,63622925.00,21577,31.74,18.20,11.90
2-September-2022,934.90,934.90,919.80,924.10,925.802234844463318823,37676,2471,34880525.00,,,15.10,-10.80
1-September-2022,921.00,931.00,917.00,926.00,924.798809600619394799,185988,12982,172001481.00,109539,58.90,14.00,5.00
