Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-December-2022,224.00,230.25,223.35,228.70,227.894569804630703381,733841,9824,167238379.00,223085,30.40,6.90,4.70
5-December-2022,225.20,225.90,222.40,224.15,224.053643887248917358,703603,11896,157644816.00,490587,69.72,3.50,-1.05
2-December-2022,225.10,226.25,223.90,225.20,225.082617201471763721,321519,4933,72368338.00,93928,29.21,2.35,0.10
1-December-2022,224.75,227.10,223.60,224.85,225.248054066742686974,1018149,17765,229336081.00,526389,51.70,3.50,0.10
30-November-2022,222.80,225.35,222.60,224.80,223.500842148024311360,320015,4282,71523622.00,99839,31.20,2.75,2.00
29-November-2022,224.70,225.45,222.95,223.35,223.753748659881628996,680910,14114,152356165.00,341966,50.22,2.50,-1.35
28-November-2022,223.70,226.35,223.20,224.65,224.755851540388100425,785776,15416,176607754.00,431503,54.91,3.15,0.95
25-November-2022,220.65,224.75,220.25,224.15,223.412653963243643204,1016314,14952,227057408.00,594578,58.50,4.50,3.50
24-November-2022,221.00,221.60,219.55,220.75,220.394545599896454716,262687,4705,57894782.00,109003,41.50,2.05,-0.25
23-November-2022,221.50,222.30,220.45,220.75,221.203907704329040808,261074,3668,57750589.00,99024,37.93,1.85,-0.75
22-November-2022,221.00,221.85,219.10,220.45,220.295826607667513633,392774,5191,86526473.00,216095,55.02,2.75,-0.55
21-November-2022,220.05,222.30,218.40,221.30,220.525441751472504908,299999,5536,66157412.00,102642,34.21,3.90,1.25
18-November-2022,222.70,222.80,218.75,220.40,220.880669267175888360,435043,6318,96092589.00,143556,33.00,4.05,-2.30
17-November-2022,224.05,224.95,221.00,221.30,222.233585039775310459,866618,19441,192591625.00,410247,47.34,3.95,-2.75
16-November-2022,228.70,229.95,222.30,224.60,226.109298686519038361,1349696,22841,305178816.00,763015,56.53,7.65,-4.10
15-November-2022,228.10,230.15,228.00,229.50,228.931895462007364590,418489,4266,95805480.00,118393,28.29,2.15,1.40
14-November-2022,229.40,230.40,226.80,227.70,228.034538853233372560,797913,15512,181951723.00,398072,49.89,3.60,-1.70
11-November-2022,231.70,232.20,229.35,229.75,230.506590649038733870,353076,5321,81386345.00,119411,33.82,2.85,-1.95
10-November-2022,231.00,233.35,228.45,229.15,230.587313138636518114,1103425,17225,254435806.00,508774,46.11,4.90,-1.85
